NIM,FAKULTAS,PROGRAM STUDI,JALUR,PROVINSI,PENGHASILAN,JK,Pendidikan
4441190024,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190028,4. Pertanian,Agribisnis,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
4441190031,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190033,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190036,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190040,4. Pertanian,Agribisnis,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
4441190042,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190043,4. Pertanian,Agribisnis,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190167,4. Pertanian,Agribisnis,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190066,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,04_D1
4441190109,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,6) > 10.000.000,P,04_D1
4441190060,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,05_D2
4441190089,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,05_D2
4441190063,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,06_D3
4441190069,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,06_D3
4441190076,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,06_D3
4441190082,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,06_D3
4441190119,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,1) <= 500.000,P,06_D3
4441190138,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,06_D3
4441190150,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,06_D3
4441190160,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,06_D3
4441190165,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,06_D3
4441190020,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,06_D3
4441190056,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
4441190062,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,6) > 10.000.000,P,08_S1
4441190071,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,6) > 10.000.000,P,08_S1
4441190075,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,08_S1
4441190078,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,L,08_S1
4441190080,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190083,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,08_S1
4441190084,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190086,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
4441190088,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4441190090,4. Pertanian,Agribisnis,2_SBMPTN,Banten,6) > 10.000.000,P,08_S1
4441190092,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,08_S1
4441190096,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190097,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190099,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,08_S1
4441190105,4. Pertanian,Agribisnis,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
4441190107,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4441190110,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,08_S1
4441190111,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,L,08_S1
4441190123,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190126,4. Pertanian,Agribisnis,3_SMMPTN,Banten,6) > 10.000.000,P,08_S1
4441190128,4. Pertanian,Agribisnis,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4441190133,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
4441190139,4. Pertanian,Agribisnis,3_SMMPTN,Banten,6) > 10.000.000,P,08_S1
4441190142,4. Pertanian,Agribisnis,3_SMMPTN,Banten,6) > 10.000.000,P,08_S1
4441190143,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
4441190145,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
4441190148,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190149,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
4441190151,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190155,4. Pertanian,Agribisnis,3_SMMPTN,Sumatera Utara,3) 2.000.000 - 3.500.000,L,08_S1
4441190158,4. Pertanian,Agribisnis,3_SMMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,08_S1
4441190161,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
4441190163,4. Pertanian,Agribisnis,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4441190001,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4441190006,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4441190010,4. Pertanian,Agribisnis,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
4441190041,4. Pertanian,Agribisnis,1_SNMPTN,Banten,1) <= 500.000,L,08_S1
4441190049,4. Pertanian,Agribisnis,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4441190065,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,6) > 10.000.000,P,09_S2
4441190067,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,L,09_S2
4441190101,4. Pertanian,Agribisnis,2_SBMPTN,Kalimantan Tengah,5) 5.000.000 - 10.000.000,L,09_S2
4441190124,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
4441190147,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
4441190027,4. Pertanian,Agribisnis,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,09_S2
4441190081,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,10_S3
4442190061,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,01_SD
4442190097,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,01_SD
4442190100,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,01_SD
4442190107,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,01_SD
4442190111,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Tengah,2) 500.000 - 2.000.000,L,01_SD
4442190115,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,L,01_SD
4442190142,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,01_SD
4442190152,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
4442190002,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
4442190021,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
4442190023,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4442190024,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
4442190025,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
4442190029,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
4442190030,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4442190031,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
4442190032,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
4442190034,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
4442190041,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
4442190053,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
4442190076,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,02_SLTP
4442190101,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,1) <= 500.000,P,02_SLTP
4442190103,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,1) <= 500.000,P,02_SLTP
4442190110,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,L,02_SLTP
4442190114,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
4442190117,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,02_SLTP
4442190118,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4442190122,4. Pertanian,Agroekoteknologi,3_SMMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,02_SLTP
4442190019,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4442190022,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,L,02_SLTP
4442190026,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4442190038,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
4442190043,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
4442190055,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4442190057,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190058,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4442190059,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190060,4. Pertanian,Agroekoteknologi,2_SBMPTN,Sumatera Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190064,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190067,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190068,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
4442190069,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
4442190070,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4442190071,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4442190072,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190073,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190075,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,P,03_SLTA
4442190077,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190078,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,03_SLTA
4442190080,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4442190081,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190083,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,03_SLTA
4442190085,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4442190086,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190087,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190088,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,03_SLTA
4442190091,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4442190092,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190094,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190096,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,L,03_SLTA
4442190098,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,L,03_SLTA
4442190099,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
4442190102,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190104,4. Pertanian,Agroekoteknologi,2_SBMPTN,Sumatera Utara,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190105,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190106,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190108,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,03_SLTA
4442190109,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,03_SLTA
4442190112,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190116,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190119,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190121,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4442190127,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4442190134,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190135,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190136,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,6) > 10.000.000,L,03_SLTA
4442190137,4. Pertanian,Agroekoteknologi,3_SMMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,L,03_SLTA
4442190138,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190139,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190140,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190141,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
4442190144,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
4442190146,4. Pertanian,Agroekoteknologi,3_SMMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,L,03_SLTA
4442190147,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190148,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4442190150,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,6) > 10.000.000,P,03_SLTA
4442190153,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
4442190001,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190003,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190004,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,6) > 10.000.000,P,03_SLTA
4442190005,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190007,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190008,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190010,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190012,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190014,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190015,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4442190017,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190018,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190027,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190028,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
4442190033,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190035,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190036,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190039,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
4442190040,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190042,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190044,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190045,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4442190049,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4442190050,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4442190051,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4442190054,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4442190056,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,06_D3
4442190090,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,06_D3
4442190113,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,06_D3
4442190145,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,06_D3
4442190154,4. Pertanian,Agroekoteknologi,3_SMMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,06_D3
4442190006,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,L,06_D3
4442190016,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,06_D3
4442190084,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,07_D4
4442190133,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,07_D4
4442190063,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,6) > 10.000.000,P,08_S1
4442190065,4. Pertanian,Agroekoteknologi,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,08_S1
4442190066,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,L,08_S1
4442190074,4. Pertanian,Agroekoteknologi,2_SBMPTN,Lampung,5) 5.000.000 - 10.000.000,P,08_S1
4442190079,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
4442190082,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
4442190089,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
4442190093,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,L,08_S1
4442190095,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,08_S1
4442190120,4. Pertanian,Agroekoteknologi,2_SBMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,P,08_S1
4442190124,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,08_S1
4442190125,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,08_S1
4442190126,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4442190128,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,6) > 10.000.000,P,08_S1
4442190130,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
4442190131,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,6) > 10.000.000,L,08_S1
4442190132,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
4442190143,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
4442190149,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
4442190151,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,1) <= 500.000,P,08_S1
4442190009,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
4442190011,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
4442190013,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4442190037,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4442190046,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
4442190047,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,6) > 10.000.000,P,08_S1
4442190048,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
4442190052,4. Pertanian,Agroekoteknologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,08_S1
4442190062,4. Pertanian,Agroekoteknologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,09_S2
4442190129,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
4442190123,4. Pertanian,Agroekoteknologi,3_SMMPTN,Banten,6) > 10.000.000,L,10_S3
5552190068,5. FEB,Akuntansi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
5552190087,5. FEB,Akuntansi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,01_SD
5552190096,5. FEB,Akuntansi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,01_SD
5552190003,5. FEB,Akuntansi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
5552190012,5. FEB,Akuntansi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
5552190016,5. FEB,Akuntansi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
5552190017,5. FEB,Akuntansi,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
5552190018,5. FEB,Akuntansi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
5552190019,5. FEB,Akuntansi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
5552190024,5. FEB,Akuntansi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
5552190029,5. FEB,Akuntansi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
5552190056,5. FEB,Akuntansi,2_SBMPTN,Kalimantan Selatan,3) 2.000.000 - 3.500.000,P,02_SLTP
5552190106,5. FEB,Akuntansi,3_SMMPTN,Banten,1) <= 500.000,P,02_SLTP
